best,epoch,model,run,seed,train_loss,validation_accuracy,validation_loss,validation_macro_f1
False,47,resnet50,resnet50-seed17,17,0.0011603444402396915,0.9876543209876543,0.04683901369571686,0.9873249911207115
False,48,resnet50,resnet50-seed17,17,0.00023124636456429252,0.9876543209876543,0.04865410923957825,0.987230637894168
False,49,resnet50,resnet50-seed17,17,0.00020343512885655338,0.9876543209876543,0.05007684975862503,0.9872418942306184
True,1,resnet50,resnet50-seed29,29,0.5743188705339498,0.9622222222222222,0.1244993656873703,0.9613151160665304
False,2,resnet50,resnet50-seed29,29,0.19421495878590425,0.9375308641975308,0.18616561591625214,0.9369399817273067
False,3,resnet50,resnet50-seed29,29,0.1728591670249055,0.9607407407407408,0.12141326069831848,0.959715109805888
True,4,resnet50,resnet50-seed29,29,0.10331056589488927,0.9753086419753086,0.07047078758478165,0.9748581346035888
False,5,resnet50,resnet50-seed29,29,0.10148448980019498,0.9753086419753086,0.07553233206272125,0.9747271028666815
False,6,resnet50,resnet50-seed29,29,0.08887181046746465,0.9735802469135802,0.07794244587421417,0.9726049818735284
True,7,resnet50,resnet50-seed29,29,0.07762236795995546,0.9780246913580247,0.061738211661577225,0.9773008395358478
False,8,resnet50,resnet50-seed29,29,0.06300262190961084,0.9765432098765432,0.08174193650484085,0.9761702495990868
False,9,resnet50,resnet50-seed29,29,0.0609555719015391,0.9691358024691358,0.10526885837316513,0.9680259317331557
False,10,resnet50,resnet50-seed29,29,0.07940795550881168,0.9703703703703703,0.08664966374635696,0.9698259175901335
True,11,resnet50,resnet50-seed29,29,0.051637986579195785,0.9787654320987654,0.06742920726537704,0.9784176915028701
False,12,resnet50,resnet50-seed29,29,0.05313015287454891,0.9730864197530864,0.08682174235582352,0.972527814280657
True,13,resnet50,resnet50-seed29,29,0.04350530138246627,0.9797530864197531,0.05844249576330185,0.9791304551832418
False,14,resnet50,resnet50-seed29,29,0.0424671476125246,0.9730864197530864,0.08552513271570206,0.9722921771494341
False,15,resnet50,resnet50-seed29,29,0.03998172732268869,0.9758024691358025,0.07973147183656693,0.9751300155311218
False,16,resnet50,resnet50-seed29,29,0.03722125197587748,0.9767901234567902,0.0767684280872345,0.9755684668503165
False,17,resnet50,resnet50-seed29,29,0.029866955688466198,0.977037037037037,0.0803733766078949,0.9760697063952638
False,18,resnet50,resnet50-seed29,29,0.03223927772563437,0.9765432098765432,0.07110485434532166,0.9759062538638755
False,19,resnet50,resnet50-seed29,29,0.027191917327317325,0.9753086419753086,0.08096414804458618,0.974557590170085
True,20,resnet50,resnet50-seed29,29,0.022987566063762184,0.9824691358024691,0.056245043873786926,0.9818091570209442
False,21,resnet50,resnet50-seed29,29,0.026152670854636333,0.9782716049382716,0.07156920433044434,0.9774089365537402
False,22,resnet50,resnet50-seed29,29,0.02005136543111839,0.9760493827160494,0.0808517336845398,0.9752971695856607
False,23,resnet50,resnet50-seed29,29,0.019557285774131065,0.9792592592592593,0.07423413544893265,0.9783677226053833
True,24,resnet50,resnet50-seed29,29,0.01630937390530062,0.9824691358024691,0.06031455099582672,0.981965178012451
False,25,resnet50,resnet50-seed29,29,0.014588601386594208,0.9772839506172839,0.07905979454517365,0.9768492693000765
False,26,resnet50,resnet50-seed29,29,0.013252903144114574,0.9814814814814815,0.06483754515647888,0.9806356334132883
True,27,resnet50,resnet50-seed29,29,0.011270033703608946,0.9849382716049383,0.05622336268424988,0.9847938280712228
False,28,resnet50,resnet50-seed29,29,0.012187710112851599,0.9817283950617284,0.06557568162679672,0.9814934867545757
False,29,resnet50,resnet50-seed29,29,0.011290162728120216,0.9846913580246913,0.05681554228067398,0.9841143688879893
True,30,resnet50,resnet50-seed29,29,0.005737955877078852,0.9859259259259259,0.05172745883464813,0.9854622177763702
True,31,resnet50,resnet50-seed29,29,0.005472521374937102,0.9869135802469136,0.04697493091225624,0.9864166233870624
False,32,resnet50,resnet50-seed29,29,0.0041811590638792095,0.9859259259259259,0.05113256350159645,0.9855904154859181
False,33,resnet50,resnet50-seed29,29,0.003737263307858833,0.9861728395061728,0.05474110692739487,0.9857346998436971
True,34,resnet50,resnet50-seed29,29,0.004147160989729312,0.9871604938271605,0.04768170416355133,0.986819833536655
False,35,resnet50,resnet50-seed29,29,0.0022561425571385107,0.9864197530864197,0.0509520024061203,0.985980450637117
False,36,resnet50,resnet50-seed29,29,0.0025227711547033587,0.9861728395061728,0.05845349654555321,0.9857886658880594
True,37,resnet50,resnet50-seed29,29,0.004323661872167361,0.9879012345679012,0.04657287150621414,0.9875800089890288
False,38,resnet50,resnet50-seed29,29,0.0037415354648833218,0.9864197530864197,0.052828773856163025,0.9858846807163619
False,39,resnet50,resnet50-seed29,29,0.0010572393892310824,0.9866666666666667,0.05471338331699371,0.9863505464069787
True,40,resnet50,resnet50-seed29,29,0.0010706957856657007,0.9883950617283951,0.05135289207100868,0.98786835578874
True,41,resnet50,resnet50-seed29,29,0.0005824202193101876,0.988641975308642,0.04838930815458298,0.988311708907586
False,42,resnet50,resnet50-seed29,29,0.00037150173319187087,0.9879012345679012,0.04830455407500267,0.9874969777559164
False,43,resnet50,resnet50-seed29,29,0.00048504949440598017,0.9883950617283951,0.049472369253635406,0.9880394533187427
False,44,resnet50,resnet50-seed29,29,0.0004092353016962647,0.9879012345679012,0.05162123963236809,0.987581616877151
False,45,resnet50,resnet50-seed29,29,0.0003679922152413681,0.9881481481481481,0.04937431216239929,0.9877159910494804
False,46,resnet50,resnet50-seed29,29,0.00033207676509623474,0.9881481481481481,0.05182721093297005,0.9877832407756634
False,47,resnet50,resnet50-seed29,29,0.0004070662845500373,0.9883950617283951,0.049609843641519547,0.9880381843800312
True,48,resnet50,resnet50-seed29,29,0.0003620991446519558,0.9893827160493828,0.048842187970876694,0.9890745004099681
False,49,resnet50,resnet50-seed29,29,0.00024392033224049294,0.988641975308642,0.05079187825322151,0.9882655902891975
False,50,resnet50,resnet50-seed29,29,0.0002703530780175929,0.988641975308642,0.04984724149107933,0.9883223464852601
True,1,resnet50,resnet50-seed43,43,0.5734722292264224,0.9219753086419753,0.2428574413061142,0.92351423516402
False,2,resnet50,resnet50-seed43,43,0.1978278394361494,0.9128395061728395,0.26055383682250977,0.9117207578178367
True,3,resnet50,resnet50-seed43,43,0.15696317456633205,0.965925925925926,0.0994444340467453,0.9651596672755058
True,4,resnet50,resnet50-seed43,43,0.11332536814182172,0.971358024691358,0.08990496397018433,0.9709149190800045
True,5,resnet50,resnet50-seed43,43,0.09384222754199985,0.9748148148148148,0.08508516848087311,0.9740465936368765
False,6,resnet50,resnet50-seed43,43,0.08615149294022514,0.9619753086419753,0.11157364398241043,0.9611476922494493
False,7,resnet50,resnet50-seed43,43,0.090216375637078,0.9679012345679012,0.08799592405557632,0.9672965783195672
False,8,resnet50,resnet50-seed43,43,0.07190309784452435,0.9649382716049383,0.09773948043584824,0.9640133287416746
False,9,resnet50,resnet50-seed43,43,0.06808267128856285,0.9745679012345679,0.08064597100019455,0.9738175611751956
False,10,resnet50,resnet50-seed43,43,0.05490804300183364,0.9711111111111111,0.09304951131343842,0.9703457796766272
False,11,resnet50,resnet50-seed43,43,0.06612769847095248,0.9671604938271605,0.10138940811157227,0.9662697159933821
False,12,resnet50,resnet50-seed43,43,0.058331668627238556,0.9723456790123457,0.0828508585691452,0.9712738664628975
True,13,resnet50,resnet50-seed43,43,0.04634668111153271,0.9765432098765432,0.06552012264728546,0.9757182632723996
False,14,resnet50,resnet50-seed43,43,0.04928029355088712,0.9767901234567902,0.07358101010322571,0.9758127932062804
False,15,resnet50,resnet50-seed43,43,0.04047114575804458,0.9706172839506173,0.07992158085107803,0.9699708149202215
False,16,resnet50,resnet50-seed43,43,0.03870256720736564,0.9755555555555555,0.08224572986364365,0.9748492514044074
True,17,resnet50,resnet50-seed43,43,0.038497212552741585,0.9797530864197531,0.06823920458555222,0.9792267989698129
False,18,resnet50,resnet50-seed43,43,0.0320983480647383,0.9762962962962963,0.07455742359161377,0.9758670318050445
False,19,resnet50,resnet50-seed43,43,0.03994398453666759,0.9708641975308642,0.09891242533922195,0.9697144937616069
False,20,resnet50,resnet50-seed43,43,0.02993965053216742,0.9795061728395061,0.07096053659915924,0.9793102941850917
False,21,resnet50,resnet50-seed43,43,0.0243532395086034,0.9760493827160494,0.08364124596118927,0.9753186023224489
False,22,resnet50,resnet50-seed43,43,0.022902096934587116,0.9777777777777777,0.07569222897291183,0.9769448011543651
False,23,resnet50,resnet50-seed43,43,0.018814428565883824,0.9775308641975309,0.08395199477672577,0.9768870391107822
True,24,resnet50,resnet50-seed43,43,0.026290619709039394,0.980246913580247,0.06945616751909256,0.9797315049755405
True,25,resnet50,resnet50-seed43,43,0.01282755943685181,0.9814814814814815,0.06001916155219078,0.9812828887029647
False,26,resnet50,resnet50-seed43,43,0.008781028963007004,0.9795061728395061,0.0779840499162674,0.9789257574810558
True,27,resnet50,resnet50-seed43,43,0.013534316476508091,0.9829629629629629,0.060136377811431885,0.9825023576253831
False,28,resnet50,resnet50-seed43,43,0.011853607997239344,0.9807407407407407,0.07185151427984238,0.9799432591637942
False,29,resnet50,resnet50-seed43,43,0.006081762874550499,0.9814814814814815,0.06383176147937775,0.9809593878152667
False,30,resnet50,resnet50-seed43,43,0.007358029190259489,0.9787654320987654,0.08070298284292221,0.9779895540696378
True,31,resnet50,resnet50-seed43,43,0.007300173782784006,0.9837037037037037,0.05969003587961197,0.9832915698463158
False,32,resnet50,resnet50-seed43,43,0.0033489297412836504,0.9812345679012345,0.06342951953411102,0.9809127237278421
True,33,resnet50,resnet50-seed43,43,0.003825782801911765,0.9839506172839506,0.06062370538711548,0.9835389568220514
True,34,resnet50,resnet50-seed43,43,0.0020814577758076634,0.9854320987654321,0.056267086416482925,0.985129410666972
True,35,resnet50,resnet50-seed43,43,0.0030974833655498715,0.9861728395061728,0.060708291828632355,0.9858935075706378
True,36,resnet50,resnet50-seed43,43,0.003295159431196484,0.9866666666666667,0.052131589502096176,0.986324961106773
True,37,resnet50,resnet50-seed43,43,0.002236744249055508,0.9874074074074074,0.05224430188536644,0.9870799964497027
False,38,resnet50,resnet50-seed43,43,0.0013421945597814477,0.9874074074074074,0.05110534280538559,0.9870299785517158
False,39,resnet50,resnet50-seed43,43,0.0008661139741716648,0.9874074074074074,0.04867180436849594,0.986992316527471
False,40,resnet50,resnet50-seed43,43,0.0012543114866663816,0.9871604938271605,0.05040974169969559,0.9867848453434789
False,41,resnet50,resnet50-seed43,43,0.00038428866698336697,0.9869135802469136,0.05247578024864197,0.986498505632407
True,42,resnet50,resnet50-seed43,43,0.0003973204392218307,0.988641975308642,0.05118368938565254,0.9883814009473447
False,43,resnet50,resnet50-seed43,43,0.0004264887702088111,0.9883950617283951,0.05059405043721199,0.9880584037570976
False,44,resnet50,resnet50-seed43,43,0.0005859826275482479,0.9879012345679012,0.04814286530017853,0.9875578553398452
False,45,resnet50,resnet50-seed43,43,0.0003875158138190334,0.988641975308642,0.051062121987342834,0.9883570830339483
False,46,resnet50,resnet50-seed43,43,0.0005341751773366815,0.9879012345679012,0.049535032361745834,0.9875372933946287
False,47,resnet50,resnet50-seed43,43,0.0002788942704794435,0.9876543209876543,0.05279233306646347,0.9873399361829851
False,48,resnet50,resnet50-seed43,43,0.000408955625158996,0.9874074074074074,0.04912629351019859,0.9870223973829684
False,49,resnet50,resnet50-seed43,43,0.00039114723563665456,0.9881481481481481,0.0497274249792099,0.9878349984257565
False,50,resnet50,resnet50-seed43,43,0.0003586674455126284,0.9879012345679012,0.04912101849913597,0.9875940300759978
True,1,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.3750705813230733,0.9397530864197531,0.1783876121044159,0.9395606051277309
False,2,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.22236607939358286,0.9335802469135802,0.21014927327632904,0.9312312412915628
True,3,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.19425337216835248,0.9548148148148148,0.1429215669631958,0.9535820298249956
False,4,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.14122541295916666,0.9471604938271605,0.15140414237976074,0.9461235865651014
True,5,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.1226183901662412,0.9548148148148148,0.1372126042842865,0.9541376165278627
False,6,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.10500428195409624,0.9367901234567901,0.19627542793750763,0.9356121209121131
False,7,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.10146330643018243,0.9469135802469136,0.1628793329000473,0.9454300091516311
False,8,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.09593128769294075,0.9528395061728395,0.1441309154033661,0.9523563422599235
False,9,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.09840055728853926,0.9424691358024692,0.19100865721702576,0.9406451746982105
False,10,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.10790033847564764,0.9451851851851852,0.16569170355796814,0.943786295456669
True,11,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.09844861391622559,0.9592592592592593,0.122007355093956,0.9580570382431329
False,12,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.07596761687647684,0.9562962962962963,0.1392768770456314,0.9566700575007833
False,13,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.07632575376997353,0.9540740740740741,0.15057207643985748,0.9530303110057802
False,14,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.06646401239301376,0.9548148148148148,0.1404103934764862,0.9543574692386163
True,15,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.07574998372392693,0.9664197530864198,0.11180145293474197,0.9654005633978185
True,16,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.053623702539050064,0.9683950617283951,0.09969301521778107,0.9676809070132235
False,17,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.0609412298136549,0.9637037037037037,0.11376693844795227,0.9628740496754773
False,18,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.05705575201763466,0.9641975308641976,0.11598153412342072,0.9626018769397234
False,19,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.04427895593372258,0.9545679012345679,0.1642114520072937,0.9539236388905916
True,20,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.04789426414804025,0.9703703703703703,0.10680802166461945,0.9695847646584455
False,21,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.04933603776420058,0.9476543209876543,0.17137511074543,0.9458201889849965
False,22,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.05011659106718222,0.9698765432098766,0.09896699339151382,0.9686281515832807
True,23,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.030820514506148727,0.9701234567901235,0.11188339442014694,0.9697320472344195
False,24,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.03478404646923419,0.96,0.1448669135570526,0.9577729731052385
False,25,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.03051020477423555,0.96,0.1376917064189911,0.9596529290297181
False,26,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.017407083685101257,0.9639506172839506,0.12883594632148743,0.9630995362207003
False,27,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.024087818464625023,0.9661728395061728,0.12130062282085419,0.9650271420675379
False,28,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.026715712923659637,0.9649382716049383,0.1205231323838234,0.9638424536018905
True,29,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.013567078475777811,0.9755555555555555,0.10455325245857239,0.9751065579336302
False,30,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.013039465095450285,0.9723456790123457,0.09961022436618805,0.9719271360764967
False,31,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.011725043134373638,0.9728395061728395,0.10351373255252838,0.9723617848191148
False,32,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.008758641911942968,0.9740740740740741,0.11329402774572372,0.9731416966559113
True,33,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.01174441726488087,0.9785185185185186,0.08687832951545715,0.9778040499381823
True,34,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.0017053006813224597,0.9804938271604938,0.07429124414920807,0.9798980990475736
False,35,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.0005446583798280346,0.980246913580247,0.07580742985010147,0.9797106787029105
True,36,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.0005912496873983753,0.9812345679012345,0.0767223909497261,0.9808280983139168
False,37,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.00012902581232338554,0.9809876543209877,0.07580063492059708,0.9805925391975494
True,38,vit_small_patch16_224,vit_small_patch16_224-seed17,17,8.02650164238549e-05,0.9817283950617284,0.07677066326141357,0.981347686263462
False,39,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.00013417507643285006,0.9804938271604938,0.07754924893379211,0.9798685100402965
False,40,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.0002188775025808764,0.9812345679012345,0.08063332736492157,0.9807575905731739
False,41,vit_small_patch16_224,vit_small_patch16_224-seed17,17,7.547629562762415e-05,0.9814814814814815,0.08217127621173859,0.981018371982572
False,42,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.0001792970588320329,0.980246913580247,0.08387387543916702,0.979748514427887
False,43,vit_small_patch16_224,vit_small_patch16_224-seed17,17,5.8455650396497823e-05,0.9807407407407407,0.08400462567806244,0.9801930721325939
False,44,vit_small_patch16_224,vit_small_patch16_224-seed17,17,0.0004040366664469949,0.9795061728395061,0.08848149329423904,0.9790835392254927
False,45,vit_small_patch16_224,vit_small_patch16_224-seed17,17,9.275043729265688e-05,0.9814814814814815,0.08378005027770996,0.9810952129093421
False,46,vit_small_patch16_224,vit_small_patch16_224-seed17,17,6.348314315905213e-05,0.9814814814814815,0.08332009613513947,0.9810344072152234
False,47,vit_small_patch16_224,vit_small_patch16_224-seed17,17,4.7770472383310675e-05,0.9817283950617284,0.08332506567239761,0.9812834067412441
False,48,vit_small_patch16_224,vit_small_patch16_224-seed17,17,4.894667757829659e-05,0.9817283950617284,0.08336085081100464,0.9812834067412441
True,1,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.36197529220769525,0.9034567901234568,0.29497024416923523,0.9033675799802815
False,2,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.21840963556832477,0.9051851851851852,0.3549211323261261,0.8976833542046528
True,3,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.19240457520418958,0.9311111111111111,0.19481156766414642,0.9309201077752388
False,4,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.13017919768575623,0.9291358024691359,0.19990421831607819,0.9269012903203431
True,5,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.11739251635998134,0.9375308641975308,0.18180391192436218,0.9351036771297793
True,6,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.11350335224932832,0.965679012345679,0.10916867852210999,0.96486993332058
False,7,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.109724174110079,0.9545679012345679,0.14482921361923218,0.9539246832884358
False,8,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.10644368356160025,0.9560493827160493,0.13924866914749146,0.9567075266210138
False,9,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.09148309646328918,0.931358024691358,0.23915669322013855,0.9331300588604684
False,10,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.10044315070090558,0.9585185185185185,0.13502036035060883,0.9576660908615331
False,11,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.08608232258925796,0.9469135802469136,0.18216821551322937,0.9453776412576271
True,12,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.0765261619753046,0.9679012345679012,0.1016005128622055,0.9676142435359026
False,13,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.07469245385039937,0.9508641975308642,0.18358317017555237,0.9487245923276423
False,14,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.08435655112853163,0.9550617283950618,0.14659495651721954,0.9543075346485802
False,15,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.06539428871669788,0.9565432098765432,0.13006922602653503,0.9562419455881273
False,16,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.06999072724062463,0.9582716049382716,0.12119736522436142,0.9570702389594157
False,17,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.05589573703735713,0.9607407407407408,0.12382041662931442,0.9598243120395641
False,18,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.06100498153110267,0.9451851851851852,0.16441704332828522,0.9442009866620954
False,19,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.05749878056141228,0.9651851851851851,0.11045859754085541,0.9646045483582082
False,20,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.048629461055098785,0.9639506172839506,0.10956341028213501,0.963143157263512
False,21,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.04930668841060914,0.9614814814814815,0.12859036028385162,0.9608187431089047
False,22,vit_small_patch16_224,vit_small_patch16_224-seed29,29,0.04797135040222892,0.9590123456790124,0.12770922482013702,0.9584934640854643
True,1,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.35978480619875336,0.9034567901234568,0.3067903518676758,0.9010711927305128
True,2,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.2262671626368059,0.922716049382716,0.23595795035362244,0.9204275306079515
True,3,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.1764813223375162,0.9404938271604938,0.17446203529834747,0.9393336874631866
True,4,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.14732589999677637,0.96,0.12672525644302368,0.9587244264590944
True,5,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.11828085038030571,0.9617283950617284,0.11291125416755676,0.961246275988202
False,6,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.11631566521678517,0.9508641975308642,0.1534060835838318,0.9489974240344247
False,7,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.10402184571673276,0.9441975308641976,0.1670324206352234,0.9433252426617229
False,8,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.09686618816593419,0.9493827160493827,0.16118952631950378,0.948442228037118
False,9,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.1057308910804775,0.9449382716049383,0.16895349323749542,0.944044180308265
False,10,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.09022483694930322,0.9530864197530864,0.1529480516910553,0.9521679960204928
False,11,vit_small_patch16_224,vit_small_patch16_224-seed43,43,0.09223052433769223,0.9528395061728395,0.13569433987140656,0.9522363324685772
