calibration_ece_change,calibration_ece_clean,calibration_ece_transformed,class_name,count,failure_count,failure_prevalence_among_clean_correct,family,label_consistency,model,normalized_instability_mean,run,seed,severity,transformed_accuracy,unique_source_count
0.0023771198590596537,0.022279604077339178,0.024656723936398832,Pasture,300,3,0.010273972602739725,spectral_appearance,0.9866666666666667,resnet50,5.761316872427984e-06,resnet50-seed43,43,moderate,0.9633333333333334,300
0.05437190731366474,0.030209025382995656,0.0845809326966604,PermanentCrop,375,28,0.07777777777777778,spectral_appearance,0.912,resnet50,0.0003963786008230453,resnet50-seed43,43,moderate,0.896,375
0.0005345312092039046,0.005347856548097443,0.005882387757301348,Residential,450,3,0.006711409395973154,spectral_appearance,0.9888888888888889,resnet50,3.45679012345679e-05,resnet50-seed43,43,moderate,0.9911111111111112,450
0.004476617892583107,0.008765933593114266,0.013242551485697373,River,375,2,0.005376344086021506,spectral_appearance,0.9946666666666667,resnet50,5.925925925925926e-06,resnet50-seed43,43,moderate,0.9866666666666667,375
-0.0003691369957394145,0.00544827792379589,0.005079140928056476,SeaLake,450,0,0.0,spectral_appearance,0.9977777777777778,resnet50,9.876543209876543e-06,resnet50-seed43,43,moderate,0.9955555555555555,450
0.025804226266013277,0.005316071377860121,0.031120297643873397,AnnualCrop,450,15,0.03355704697986577,spectral_appearance,0.9666666666666667,resnet50,0.0002639231824417009,resnet50-seed43,43,severe,0.96,450
0.038115949365827774,0.004478012455834281,0.04259396182166206,Forest,450,21,0.046875,spectral_appearance,0.9511111111111111,resnet50,0.0024559670781893004,resnet50-seed43,43,severe,0.9488888888888889,450
0.06258464210563229,0.019113188319736102,0.08169783042536839,HerbaceousVegetation,450,45,0.10180995475113122,spectral_appearance,0.8955555555555555,resnet50,0.00568559670781893,resnet50-seed43,43,severe,0.8844444444444445,450
0.06788304265340173,0.01749109315872193,0.08537413581212365,Highway,375,40,0.10869565217391304,spectral_appearance,0.8906666666666667,resnet50,0.0006281481481481482,resnet50-seed43,43,severe,0.8773333333333333,375
0.03212152727444972,0.007897854487101215,0.04001938176155093,Industrial,375,21,0.05660377358490566,spectral_appearance,0.944,resnet50,0.0010357201646090536,resnet50-seed43,43,severe,0.9333333333333333,375
0.021717084149519644,0.022279604077339178,0.04399668822685882,Pasture,300,12,0.0410958904109589,spectral_appearance,0.95,resnet50,0.0018444444444444446,resnet50-seed43,43,severe,0.9366666666666666,300
0.10906131235758457,0.030209025382995656,0.13927033774058023,PermanentCrop,375,53,0.14722222222222223,spectral_appearance,0.8453333333333334,resnet50,0.007669465020576131,resnet50-seed43,43,severe,0.8266666666666667,375
0.019377392133077032,0.005347856548097443,0.024725248681174476,Residential,450,18,0.040268456375838924,spectral_appearance,0.9555555555555556,resnet50,0.0018897119341563784,resnet50-seed43,43,severe,0.9555555555555556,450
0.009038263161976982,0.008765933593114266,0.017804196755091248,River,375,6,0.016129032258064516,spectral_appearance,0.9813333333333333,resnet50,0.00012115226337448559,resnet50-seed43,43,severe,0.976,375
0.0029264725579155864,0.00544827792379589,0.008374750481711477,SeaLake,450,4,0.008948545861297539,spectral_appearance,0.9844444444444445,resnet50,0.0005772290809327846,resnet50-seed43,43,severe,0.9888888888888889,450
0.0008359142144521601,0.005316071377860121,0.006151985592312281,AnnualCrop,450,0,0.0,texture,0.9955555555555555,resnet50,0.0,resnet50-seed43,43,mild,0.9977777777777778,450
-0.0004725298616620674,0.004478012455834281,0.0040054825941722135,Forest,450,0,0.0,texture,1.0,resnet50,0.0,resnet50-seed43,43,mild,0.9955555555555555,450
0.0004794732729593437,0.019113188319736102,0.019592661592695446,HerbaceousVegetation,450,0,0.0,texture,0.9977777777777778,resnet50,0.0,resnet50-seed43,43,mild,0.9844444444444445,450
-0.004400713761647504,0.01749109315872193,0.013090379397074426,Highway,375,0,0.0,texture,1.0,resnet50,0.0,resnet50-seed43,43,mild,0.9813333333333333,375
-7.694164911899518e-05,0.007897854487101215,0.00782091283798222,Industrial,375,1,0.0026954177897574125,texture,0.9946666666666667,resnet50,0.0,resnet50-seed43,43,mild,0.9893333333333333,375
-0.004712413946787581,0.022279604077339178,0.017567190130551597,Pasture,300,0,0.0,texture,0.99,resnet50,0.0,resnet50-seed43,43,mild,0.98,300
-0.006770449558893946,0.030209025382995656,0.02343857582410171,PermanentCrop,375,2,0.005555555555555556,texture,0.9813333333333333,resnet50,0.0,resnet50-seed43,43,mild,0.968,375
7.324722078112366e-05,0.005347856548097443,0.005421103768878567,Residential,450,0,0.0,texture,1.0,resnet50,0.0,resnet50-seed43,43,mild,0.9933333333333333,450
0.00491493042310074,0.008765933593114266,0.013680864016215006,River,375,2,0.005376344086021506,texture,0.9946666666666667,resnet50,0.0,resnet50-seed43,43,mild,0.9866666666666667,375
-0.0011523903740776505,0.00544827792379589,0.00429588754971824,SeaLake,450,0,0.0,texture,0.9977777777777778,resnet50,0.0,resnet50-seed43,43,mild,0.9955555555555555,450
0.003078325324588494,0.005316071377860121,0.008394396702448615,AnnualCrop,450,6,0.013422818791946308,texture,0.9822222222222222,resnet50,6.419753086419753e-05,resnet50-seed43,43,moderate,0.9844444444444445,450
-0.002445032066769078,0.004478012455834281,0.002032980389065203,Forest,450,0,0.0,texture,0.9977777777777778,resnet50,2.7434842249657065e-06,resnet50-seed43,43,moderate,0.9977777777777778,450
0.00530060198571948,0.019113188319736102,0.024413790305455582,HerbaceousVegetation,450,5,0.011312217194570135,texture,0.9866666666666667,resnet50,0.000151440329218107,resnet50-seed43,43,moderate,0.9733333333333334,450
-0.006143751859664941,0.01749109315872193,0.01134734129905699,Highway,375,2,0.005434782608695652,texture,0.984,resnet50,6.584362139917695e-06,resnet50-seed43,43,moderate,0.9866666666666667,375
0.004474985917409245,0.007897854487101215,0.01237284040451046,Industrial,375,3,0.008086253369272238,texture,0.9893333333333333,resnet50,0.0,resnet50-seed43,43,moderate,0.984,375
0.0017429423332214408,0.022279604077339178,0.02402254641056062,Pasture,300,0,0.0,texture,0.9933333333333333,resnet50,4.938271604938272e-06,resnet50-seed43,43,moderate,0.98,300
-0.008478558222452921,0.030209025382995656,0.021730467160542735,PermanentCrop,375,2,0.005555555555555556,texture,0.976,resnet50,6.584362139917695e-06,resnet50-seed43,43,moderate,0.9733333333333334,375
-0.0033868236011929914,0.005347856548097443,0.0019610329469044517,Residential,450,0,0.0,texture,0.9933333333333333,resnet50,0.0,resnet50-seed43,43,moderate,1.0,450
0.047020692348480164,0.008765933593114266,0.055786625941594434,River,375,28,0.07526881720430108,texture,0.92,resnet50,0.0005260905349794239,resnet50-seed43,43,moderate,0.92,375
0.011951421896616672,0.00544827792379589,0.017399699820412562,SeaLake,450,8,0.017897091722595078,texture,0.98,resnet50,0.0003204389574759945,resnet50-seed43,43,moderate,0.9777777777777777,450
0.01082704716258583,0.005316071377860121,0.01614311854044595,AnnualCrop,450,13,0.029082774049217,texture,0.9666666666666667,resnet50,0.0006869684499314128,resnet50-seed43,43,severe,0.9688888888888889,450
