ci,ci_lower,ci_upper,clusters,effect,effect_direction,family_count,holm_adjusted_p,holm_family_test_count,holm_familywise_alpha,holm_rejected,inference_unit,left_model,model,nonzero_pairs,p_value,primary_test_defined,rank_biserial,replicates,right_model,seed_count,significance_marker,statistic,uncertainty_source
"[-0.18506026113905402, -0.16326532286744908]",-0.18506026113905402,-0.16326532286744908,4050,-0.17439808294806006,right_minus_left,3,0.0,1,0.05,True,source_group_id_averaged_across_families_and_frozen_seeds,resnet50,vit_small_patch16_224_minus_resnet50,4050,0.0,True,-0.9994142583297524,2000,vit_small_patch16_224,3,*,2402.5,training_seed_and_original_image_cluster_bootstrap
