brier,clean_correct_count,confidence_mean_absolute,confidence_mean_signed,confidence_median,confidence_q25,confidence_q75,control_margin_mean_within_model,cosine_mean_within_model,count,ece,ece_bin_counts,entropy_mean,failure_count,failure_prevalence_among_clean_correct,family,increased_confidence_failure_fraction,js_mean,label_consistency,linear_cka,model,nll,normalized_instability_mean,run,seed,severity,transformed_accuracy,unique_source_count
0.2192879042904071,3996,0.043842507416819346,0.035950165979656175,1.2993812561035156e-05,-1.1920928955078125e-07,0.0062949806451797485,0.4229381702037954,0.8755223414951782,4050,0.09006783443468586,"[0, 0, 0, 0, 0, 3, 16, 43, 58, 67, 75, 85, 99, 166, 3438]",0.10738706624109418,500,0.12512512512512514,resolution,0.102,0.07881679044778837,0.8698765432098765,0.6927553020997955,resnet50,0.6688515805810098,0.005250053345526597,resnet50-seed17,17,mild,0.8679012345679012,4050
0.8686566562126227,3996,0.07012572256135352,0.06081168054062643,0.0010440349578857422,1.1920928955078125e-06,0.05083216726779938,0.23421394913098265,0.6867981204223652,4050,0.40824930681122673,"[0, 0, 0, 0, 1, 14, 19, 66, 110, 96, 130, 130, 143, 231, 3110]",0.16867776746456614,1887,0.4722222222222222,resolution,0.09009009009009009,0.31432148003604815,0.5241975308641975,0.5598771610332512,resnet50,5.544828364479481,0.14881505868007927,resnet50-seed17,17,moderate,0.5251851851851852,4050
1.6607162398462063,3996,0.038809850230629064,0.028148387641082576,6.616115570068359e-06,-9.238719940185547e-07,0.0028569698333740234,-0.04628741208865914,0.40629675920272357,4050,0.8213224874896768,"[0, 0, 0, 0, 0, 1, 1, 27, 60, 72, 49, 73, 90, 151, 3526]",0.08009236300375583,3416,0.8548548548548549,resolution,0.25234192037470726,0.5896933409969138,0.14395061728395062,0.2993044711622885,resnet50,23.85406168616515,0.6156638926992837,resnet50-seed17,17,severe,0.14444444444444443,4050
0.030329576334369175,3996,0.0054114696714613175,0.0012070697913935155,0.0,-1.1920928955078125e-07,2.1457672119140625e-06,0.540605695051773,0.9931898663431558,4050,0.010979854722081898,"[0, 0, 0, 0, 0, 1, 0, 6, 11, 13, 8, 18, 21, 26, 3946]",0.018942413009122173,31,0.007757757757757758,spectral_appearance,0.3225806451612903,0.004410208023236573,0.9896296296296296,0.982009934778624,resnet50,0.0782457049865466,2.1338210638622165e-06,resnet50-seed17,17,mild,0.9817283950617284,4050
0.05253005737332015,3996,0.010693228443463643,0.005084222062134448,3.5762786865234375e-07,-8.940696716308594e-08,2.3156404495239258e-05,0.522855014994092,0.9754391862854748,4050,0.0214745901175487,"[0, 0, 0, 0, 0, 0, 3, 6, 15, 19, 20, 23, 31, 47, 3886]",0.02993726514142449,86,0.021521521521521522,spectral_appearance,0.3023255813953488,0.013087286119012519,0.9748148148148148,0.9345244248242972,resnet50,0.1371248829982163,0.0001377838744093888,resnet50-seed17,17,moderate,0.9686419753086419,4050
0.14065142404309966,3996,0.029121867116586663,0.02175019841871144,7.62939453125e-06,0.0,0.0009994804859161377,0.4730800243232306,0.9256641956146132,4050,0.059325614983652804,"[0, 0, 0, 0, 1, 2, 11, 25, 45, 43, 36, 55, 71, 111, 3650]",0.07416617920535744,312,0.07807807807807808,spectral_appearance,0.125,0.047320858576904705,0.9180246913580247,0.8002696382955709,resnet50,0.40209667257129905,0.0037817405883249504,resnet50-seed17,17,severe,0.9128395061728395,4050
0.021469808366181106,3996,0.0036425319718725886,-0.0010262310063397443,0.0,-4.76837158203125e-07,3.5762786865234375e-07,0.5440103625523827,0.9965945338437654,4050,0.009269139693107126,"[0, 0, 0, 0, 0, 0, 1, 3, 2, 7, 13, 11, 15, 24, 3974]",0.014610733784590192,6,0.0015015015015015015,texture,0.16666666666666666,0.001347283808135274,0.9960493827160494,0.9888840191212124,resnet50,0.05568668206118806,7.925621094345375e-07,resnet50-seed17,17,mild,0.9874074074074074,4050
0.03751746885969994,3996,0.012067577367947425,0.005077760896565002,0.0,-3.5762786865234375e-07,7.12275505065918e-06,0.5247293135233737,0.9773134848147564,4050,0.012661169517187442,"[0, 0, 0, 1, 1, 1, 4, 9, 20, 12, 15, 22, 24, 48, 3893]",0.03083388796099821,56,0.014014014014014014,texture,0.08928571428571429,0.010605271043295885,0.9819753086419754,0.9274022541468153,resnet50,0.0953500122424928,0.00021234567901234569,resnet50-seed17,17,moderate,0.9767901234567902,4050
0.09038557263315318,3996,0.026535550385345646,0.018733328168774828,6.556510925292969e-07,-2.384185791015625e-07,0.00018593668937683105,0.49185394880403355,0.9444381200954163,4050,0.031972114863219006,"[0, 0, 0, 0, 3, 6, 11, 27, 29, 33, 45, 38, 75, 87, 3696]",0.06713141581393743,199,0.0497997997997998,texture,0.06030150753768844,0.03419906701904713,0.9441975308641976,0.8321123551102158,resnet50,0.23214792353107613,0.0018546563023929279,resnet50-seed17,17,severe,0.9432098765432099,4050
0.1854918227168539,3993,0.040544985738801366,0.03297029732186117,9.936094284057617e-05,2.384185791015625e-07,0.0072685182094573975,0.4246220168180317,0.8720928180090517,4050,0.07431635282657767,"[0, 0, 0, 0, 1, 4, 14, 35, 51, 60, 63, 93, 88, 148, 3493]",0.0997468172189688,416,0.10418231905835211,resolution,0.0985576923076923,0.06538735409745894,0.8920987654320988,0.7368942034655085,resnet50,0.5414507892191677,0.006243133668648073,resnet50-seed29,29,mild,0.8874074074074074,4050
0.8688047643232699,3993,0.09892253408461442,0.09229275827790484,0.010106384754180908,0.00021719932556152344,0.15031997859477997,0.22546511565717214,0.6729359168481922,4050,0.3989497204400875,"[0, 0, 0, 0, 0, 5, 22, 124, 137, 174, 170, 208, 253, 308, 2649]",0.24705310550725737,1967,0.4926120711244678,resolution,0.044229791560752414,0.3178790667813208,0.505432098765432,0.5723305743986005,resnet50,4.955647372471224,0.15194439871970733,resnet50-seed29,29,moderate,0.5032098765432099,4050
1.614545626062233,3993,0.12532220583639028,0.11967589680795317,0.05070337653160095,0.01033012568950653,0.19855885207653046,-0.04301913082823664,0.4044516703627833,4050,0.7814932676965808,"[0, 0, 0, 0, 0, 5, 36, 137, 171, 177, 220, 280, 321, 507, 2196]",0.3200541649062576,3618,0.9060856498873028,resolution,0.014925373134328358,0.6038596731862323,0.09382716049382717,0.4485144609788124,resnet50,19.59253195930243,0.5846908093278463,resnet50-seed29,29,severe,0.09333333333333334,4050
0.028632120457483354,3993,0.005731398323435842,0.0017816502370952088,0.0,-1.1920928955078125e-07,1.6689300537109375e-06,0.5453174659679437,0.9927882671589636,4050,0.010984285348727385,"[0, 0, 0, 0, 0, 0, 0, 3, 10, 16, 16, 11, 27, 25, 3942]",0.01870223771765325,27,0.0067618332081141996,spectral_appearance,0.25925925925925924,0.0037380958159537367,0.9903703703703703,0.9814155983449,resnet50,0.07250834899076107,9.144947416552355e-07,resnet50-seed29,29,mild,0.9819753086419754,4050
0.050384873425600135,3993,0.010417410539992062,0.005275263411027414,2.384185791015625e-07,0.0,1.7344951629638672e-05,0.527955117397253,0.975425918588273,4050,0.019975262887683927,"[0, 0, 0, 0, 0, 0, 1, 6, 11, 14, 23, 28, 39, 54, 3874]",0.028816473049954213,82,0.02053593789130979,spectral_appearance,0.21951219512195122,0.013062593592000665,0.9745679012345679,0.9356346961173967,resnet50,0.13039206194060832,0.0001905807041609511,resnet50-seed29,29,moderate,0.9701234567901235,4050
0.13254220908994174,3993,0.02738987696023635,0.021019413265181176,4.5299530029296875e-06,0.0,0.0007239878177642822,0.4816238329445604,0.9290946341355802,4050,0.05326807653462441,"[0, 0, 0, 0, 1, 2, 8, 26, 39, 44, 47, 47, 55, 112, 3669]",0.06898517898242404,285,0.07137490608564989,spectral_appearance,0.12280701754385964,0.045949821718168624,0.922716049382716,0.8164375698518371,resnet50,0.389876545036355,0.002546623990245389,resnet50-seed29,29,severe,0.9209876543209876,4050
0.021856436975311058,3993,0.0035140266021092734,0.00017085232116557933,0.0,-3.5762786865234375e-07,1.1920928955078125e-07,0.5490093269260439,0.9964801281170639,4050,0.009059400860174205,"[0, 0, 0, 0, 0, 0, 1, 6, 7, 10, 8, 16, 8, 28, 3966]",0.014667974158510956,9,0.002253944402704733,texture,0.4444444444444444,0.0011498599730567387,0.9940740740740741,0.9892648882977102,resnet50,0.0523905936148063,2.438652644413961e-07,resnet50-seed29,29,mild,0.9866666666666667,4050
0.03604567917435625,3993,0.010860786077416973,0.005019690541573513,0.0,-2.384185791015625e-07,4.500150680541992e-06,0.5300797435543158,0.9775505447453356,4050,0.013471411253199169,"[0, 0, 0, 0, 0, 2, 5, 10, 12, 15, 19, 22, 25, 37, 3903]",0.028079193333869608,59,0.014775857751064363,texture,0.15254237288135594,0.009891297496010212,0.9795061728395061,0.9335577812573257,resnet50,0.0805446623293032,0.00012815119646395365,resnet50-seed29,29,moderate,0.9765432098765432,4050
